class,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21
up,0.2706729471683502,0.8885024785995483,-3.675623361232283e-07,0.0,0.2895893454551697,0.7803449630737305,0.010822153650224209,0.0,0.3304149806499481,0.6770648956298828,0.004103752784430981,0.0,0.3647973835468292,0.6010535955429077,-0.007557529956102371,0.0,0.38091176748275757,0.5400285124778748,-0.017216762527823448,0.0,0.39182761311531067,0.6741228103637695,-0.016679003834724426,0.0,0.50107342004776,0.6713646054267883,-0.03486145660281181,0.0,0.5053292512893677,0.698470413684845,-0.0415649339556694,0.0,0.4841564893722534,0.7134567499160767,-0.04148070514202118,0.0,0.408084511756897,0.7286858558654785,-0.030648307874798775,0.0,0.5101692080497742,0.7374297380447388,-0.03545624390244484,0.0,0.5000567436218262,0.7610782384872437,-0.028578797355294228,0.0,0.46915826201438904,0.7702420353889465,-0.025337599217891693,0.0,0.4203367829322815,0.7924047112464905,-0.04380199313163757,0.0,0.5060645937919617,0.8007917404174805,-0.0407152995467186,0.0,0.49180006980895996,0.817715048789978,-0.026649370789527893,0.0,0.4594762921333313,0.8235619068145752,-0.020661594346165657,0.0,0.4297073483467102,0.8570283651351929,-0.05666416883468628,0.0,0.49330979585647583,0.8583444952964783,-0.047477833926677704,0.0,0.47760358452796936,0.8681090474128723,-0.03233727440237999,0.0,0.4501529932022095,0.8698675632476807,-0.022962918505072594,0.0
up,0.23217374086380005,0.8862402439117432,-4.7506154032816994e-07,0.0,0.2555059492588043,0.7756738662719727,0.006068154238164425,0.0,0.3045623302459717,0.6663155555725098,0.001392402802594006,0.0,0.33773893117904663,0.5880784392356873,-0.007258904166519642,0.0,0.3402389883995056,0.5226906538009644,-0.012493638321757317,0.0,0.35878998041152954,0.6573527455329895,-0.007149200886487961,0.0,0.4534780979156494,0.658433198928833,-0.02672445774078369,0.0,0.43635064363479614,0.693577229976654,-0.03724219277501106,0.0,0.40102455019950867,0.7055718898773193,-0.04108134284615517,0.0,0.3744073808193207,0.7140203714370728,-0.02097991108894348,0.0,0.4651009440422058,0.7210690379142761,-0.02832227386534214,0.0,0.4441855251789093,0.7503798604011536,-0.02566402591764927,0.0,0.40941810607910156,0.7577272057533264,-0.0249333456158638,0.0,0.38686609268188477,0.7808663249015808,-0.03536306321620941,0.0,0.4645806550979614,0.784103512763977,-0.037164319306612015,0.0,0.4426335096359253,0.8071167469024658,-0.022800596430897713,0.0,0.409961462020874,0.8143631815910339,-0.015619225800037384,0.0,0.3948681354522705,0.8489036560058594,-0.05005223676562309,0.0,0.456325888633728,0.842380940914154,-0.045689817517995834,0.0,0.43494969606399536,0.85899817943573,-0.02970379963517189,0.0,0.40821540355682373,0.8662788271903992,-0.019315795972943306,0.0
up,0.23322875797748566,0.8822821974754333,-4.456516080608708e-07,0.0,0.2566329538822174,0.7742765545845032,0.0047236098907887936,0.0,0.30419209599494934,0.663361132144928,0.0004665134474635124,0.0,0.33469727635383606,0.5833384394645691,-0.007018387317657471,0.0,0.33994072675704956,0.5174052715301514,-0.010577281937003136,0.0,0.35978466272354126,0.6585053205490112,-0.008687897585332394,0.0,0.4553380608558655,0.6604872345924377,-0.026982277631759644,0.0,0.434895396232605,0.6902725696563721,-0.03581228107213974,0.0,0.3989303708076477,0.7012938261032104,-0.038741011172533035,0.0,0.3739105761051178,0.7177355885505676,-0.021350320428609848,0.0,0.4664885699748993,0.721355676651001,-0.029130492359399796,0.0,0.4425075650215149,0.7476450204849243,-0.025094587355852127,0.0,0.4056093096733093,0.7563477754592896,-0.02286372147500515,0.0,0.38513264060020447,0.7846094369888306,-0.03448097035288811,0.0,0.4645119905471802,0.7843261361122131,-0.036656562238931656,0.0,0.441440612077713,0.806669294834137,-0.021137120202183723,0.0,0.4078283905982971,0.8151509761810303,-0.012760954909026623,0.0,0.39188897609710693,0.8512781262397766,-0.047896094620227814,0.0,0.45338284969329834,0.8447449207305908,-0.04484875500202179,0.0,0.43080323934555054,0.8616673350334167,-0.02937113679945469,0.0,0.40366220474243164,0.8698263168334961,-0.0189663078635931,0.0
up,0.20850566029548645,0.8878072500228882,-5.159392344467051e-07,0.0,0.24004697799682617,0.7804282307624817,0.0027011302299797535,0.0,0.29694509506225586,0.6710677742958069,-0.003506152890622616,0.0,0.3317040503025055,0.5887850522994995,-0.012596983462572098,0.0,0.3353734314441681,0.5192944407463074,-0.017747342586517334,0.0,0.35577815771102905,0.6818534135818481,-0.010664233937859535,0.0,0.4519483745098114,0.6975343227386475,-0.031892139464616776,0.0,0.4286687970161438,0.7273966073989868,-0.043086957186460495,0.0,0.38975849747657776,0.7331761121749878,-0.04766005277633667,0.0,0.36592820286750793,0.7444528341293335,-0.02350820042192936,0.0,0.4599849581718445,0.7596504092216492,-0.031045828014612198,0.0,0.4353933334350586,0.783536970615387,-0.02710477076470852,0.0,0.39885789155960083,0.7862949371337891,-0.026370374485850334,0.0,0.37331753969192505,0.8143400549888611,-0.037277333438396454,0.0,0.4545040726661682,0.8263210654258728,-0.04019368439912796,0.0,0.42866939306259155,0.8430008888244629,-0.02404194325208664,0.0,0.3946817219257355,0.8438941240310669,-0.01617038995027542,0.0,0.37553998827934265,0.8835383653640747,-0.05150255560874939,0.0,0.4411523938179016,0.8857640624046326,-0.04776473715901375,0.0,0.4138948619365692,0.8983011245727539,-0.030551601201295853,0.0,0.3840410113334656,0.8997092247009277,-0.019847368821501732,0.0
up,0.2041294425725937,0.8953732252120972,-4.943250360156526e-07,0.0,0.23607203364372253,0.7833009362220764,0.002345035783946514,0.0,0.29811573028564453,0.6734158992767334,-0.00427903700619936,0.0,0.3354823887348175,0.5921473503112793,-0.01340409368276596,0.0,0.33849385380744934,0.522651731967926,-0.018383918330073357,0.0,0.35653266310691833,0.6860362887382507,-0.016501998528838158,0.0,0.45562630891799927,0.7076660394668579,-0.03683086112141609,0.0,0.4280053377151489,0.7385534644126892,-0.04658442363142967,0.0,0.38790082931518555,0.7397027015686035,-0.05075658857822418,0.0,0.3651702105998993,0.7522110939025879,-0.02972700446844101,0.0,0.46037185192108154,0.7756142616271973,-0.037121325731277466,0.0,0.43132442235946655,0.8003981709480286,-0.03221863508224487,0.0,0.3931739330291748,0.7977707386016846,-0.03088032454252243,0.0,0.3693807125091553,0.8271542191505432,-0.04331621900200844,0.0,0.451054185628891,0.8459067344665527,-0.04598933830857277,0.0,0.422065407037735,0.864141583442688,-0.028358470648527145,0.0,0.3865243196487427,0.8618570566177368,-0.019693728536367416,0.0,0.36824819445610046,0.9007902145385742,-0.05727507919073105,0.0,0.43311259150505066,0.9048363566398621,-0.05479346960783005,0.0,0.40497148036956787,0.9167732000350952,-0.03698517009615898,0.0,0.37465187907218933,0.9166504144668579,-0.02575516887009144,0.0
up,0.20133540034294128,0.8983239531517029,-5.150697575118102e-07,0.0,0.23372671008110046,0.7860648036003113,0.00304250605404377,0.0,0.29755350947380066,0.6742433905601501,-0.0032968076411634684,0.0,0.33542656898498535,0.5925145149230957,-0.012433991767466068,0.0,0.3384861946105957,0.5212719440460205,-0.017386145889759064,0.0,0.35656699538230896,0.6859309077262878,-0.015073251910507679,0.0,0.45643800497055054,0.70830237865448,-0.03570970147848129,0.0,0.42783960700035095,0.7380587458610535,-0.0459526926279068,0.0,0.3865935504436493,0.738896906375885,-0.050402138382196426,0.0,0.36454492807388306,0.7518337965011597,-0.02872634492814541,0.0,0.46062350273132324,0.7764759659767151,-0.036468442529439926,0.0,0.4299312233924866,0.8014650344848633,-0.03123282827436924,0.0,0.3896779417991638,0.7994875311851501,-0.029566209763288498,0.0,0.368240624666214,0.8267649412155151,-0.04289432242512703,0.0,0.4531041085720062,0.8455260396003723,-0.04570682346820831,0.0,0.42320409417152405,0.8650792241096497,-0.027159925550222397,0.0,0.3855084478855133,0.8639777898788452,-0.01781005784869194,0.0,0.3667004406452179,0.9007457494735718,-0.05746865272521973,0.0,0.43434253334999084,0.9052411913871765,-0.05527762696146965,0.0,0.40545231103897095,0.9178592562675476,-0.03725714609026909,0.0,0.37378671765327454,0.9177709817886353,-0.025809336453676224,0.0
up,0.20154044032096863,0.9059969782829285,-5.255894279798667e-07,0.0,0.23432734608650208,0.7898434400558472,0.003814187366515398,0.0,0.2932703197002411,0.6773638129234314,-0.001449965056963265,0.0,0.3299829959869385,0.5958145260810852,-0.009153357706964016,0.0,0.33428800106048584,0.527449905872345,-0.013344193808734417,0.0,0.3581300973892212,0.6973106265068054,-0.013541873544454575,0.0,0.44852155447006226,0.7171050906181335,-0.030531806871294975,0.0,0.4219347834587097,0.7432469129562378,-0.03875994682312012,0.0,0.3841181993484497,0.7460251450538635,-0.042174410074949265,0.0,0.3669624626636505,0.7685185670852661,-0.025980249047279358,0.0,0.4559098482131958,0.7851749658584595,-0.03140414133667946,0.0,0.4273715615272522,0.8061078786849976,-0.026636848226189613,0.0,0.3890850841999054,0.8073905110359192,-0.025550490245223045,0.0,0.37205231189727783,0.8447712659835815,-0.038390837609767914,0.0,0.45032745599746704,0.8578909635543823,-0.0400225967168808,0.0,0.42230600118637085,0.8736135959625244,-0.02415466122329235,0.0,0.3868011236190796,0.8748863339424133,-0.016587181016802788,0.0,0.37204238772392273,0.9179154634475708,-0.0507427342236042,0.0,0.4337209463119507,0.9176795482635498,-0.04780391976237297,0.0,0.40671080350875854,0.9271959066390991,-0.030940353870391846,0.0,0.3776725232601166,0.9299609661102295,-0.020213132724165916,0.0
up,0.197784885764122,0.906090497970581,-4.80631854316016e-07,0.0,0.2283022105693817,0.7907174825668335,0.0031488516833633184,0.0,0.2884463369846344,0.6783633828163147,-0.003254103474318981,0.0,0.3272615969181061,0.5979282855987549,-0.012261944822967052,0.0,0.33290863037109375,0.5283185839653015,-0.017600327730178833,0.0,0.354787141084671,0.6964183449745178,-0.012525118887424469,0.0,0.44554173946380615,0.7181316018104553,-0.030616747215390205,0.0,0.42037469148635864,0.7441497445106506,-0.039938170462846756,0.0,0.3827155530452728,0.7472179532051086,-0.04388013482093811,0.0,0.3630995750427246,0.7669783234596252,-0.02537597343325615,0.0,0.4514833092689514,0.7894669771194458,-0.03091348335146904,0.0,0.4234592020511627,0.8115891218185425,-0.02650534175336361,0.0,0.38632339239120483,0.8121221661567688,-0.025551889091730118,0.0,0.3670922815799713,0.8437311053276062,-0.038512568920850754,0.0,0.44521161913871765,0.8606929779052734,-0.04096755012869835,0.0,0.4164908826351166,0.8776220083236694,-0.024826552718877792,0.0,0.3808889389038086,0.8785175085067749,-0.016744280233979225,0.0,0.36650240421295166,0.9189318418502808,-0.05167124792933464,0.0,0.429587721824646,0.9203168749809265,-0.04955149069428444,0.0,0.4009048640727997,0.9309459328651428,-0.03209805488586426,0.0,0.37081438302993774,0.933205246925354,-0.020594457164406776,0.0
up,0.19715356826782227,0.9064546823501587,-4.738929817449389e-07,0.0,0.22755727171897888,0.7914283871650696,0.0028491853736341,0.0,0.2882513105869293,0.6786547899246216,-0.00367584521882236,0.0,0.32701027393341064,0.597937822341919,-0.01278936117887497,0.0,0.33208152651786804,0.5280989408493042,-0.01828460581600666,0.0,0.35486796498298645,0.6969418525695801,-0.012590933591127396,0.0,0.4451204538345337,0.719803512096405,-0.031002003699541092,0.0,0.4202812910079956,0.746039867401123,-0.040526166558265686,0.0,0.38284608721733093,0.7497185468673706,-0.04460020735859871,0.0,0.36298418045043945,0.7674466371536255,-0.025515973567962646,0.0,0.45190000534057617,0.7895504832267761,-0.031780172139406204,0.0,0.4237702190876007,0.8115319609642029,-0.027563707903027534,0.0,0.3862155079841614,0.812678873538971,-0.026438714936375618,0.0,0.36681538820266724,0.8442583084106445,-0.03878253325819969,0.0,0.44525280594825745,0.8599871397018433,-0.04169445484876633,0.0,0.41629570722579956,0.8771405220031738,-0.025355476886034012,0.0,0.3806218206882477,0.8785343170166016,-0.016887856647372246,0.0,0.36614465713500977,0.9197680354118347,-0.052127812057733536,0.0,0.42934030294418335,0.9199156761169434,-0.05005044862627983,0.0,0.4006969928741455,0.9308462738990784,-0.0323740653693676,0.0,0.37076640129089355,0.9333913922309875,-0.020623644813895226,0.0
up,0.19925864040851593,0.899336576461792,-4.614408055658714e-07,0.0,0.2306428849697113,0.7845451831817627,0.0011208457872271538,0.0,0.28946471214294434,0.6754430532455444,-0.006437886971980333,0.0,0.3266986906528473,0.597393810749054,-0.016102779656648636,0.0,0.3330287039279938,0.5286346077919006,-0.022064371034502983,0.0,0.35452982783317566,0.7004350423812866,-0.017455467954277992,0.0,0.44689929485321045,0.7219323515892029,-0.03696530684828758,0.0,0.42128461599349976,0.7485766410827637,-0.04634622856974602,0.0,0.38297075033187866,0.7515645027160645,-0.05004401132464409,0.0,0.3620450794696808,0.7713194489479065,-0.029424993321299553,0.0,0.4518180787563324,0.7922742962837219,-0.036467716097831726,0.0,0.42328816652297974,0.8131466507911682,-0.03173212334513664,0.0,0.38546666502952576,0.813028872013092,-0.030435960739850998,0.0,0.3644382059574127,0.8474563360214233,-0.041695915162563324,0.0,0.4426611065864563,0.8640539646148682,-0.04524707794189453,0.0,0.4131714105606079,0.8785372376441956,-0.028485657647252083,0.0,0.3775593340396881,0.8773007392883301,-0.019912783056497574,0.0,0.361896812915802,0.9217069745063782,-0.0540802888572216,0.0,0.42467811703681946,0.923567533493042,-0.052446383982896805,0.0,0.3961073160171509,0.931109607219696,-0.03467770665884018,0.0,0.36600396037101746,0.930374264717102,-0.023048877716064453,0.0
